CardholdeNDD,First Name,Last Name,Gender,ATMID,Birth Date,Occupation,AccountType,State Bank Of India
ND-005-1011,Amarachi,Amadi,F,ND-005,11-05-1970,Lawyer,Savings,1
SD-003-1020,Amarachi,Ugwu,F,SD-003,01/13/2002,Student,Savings,1
ED-010-1157,Nafisa,Mustapha,F,ED-010,02/15/1967,Trader,Current,1
ED-003-1005,Aisha,Garba,F,ED-003,05/28/1976,Health Professional,Current,1
SD-001-1073,Chiemeka,Ezenwa,M,SD-001,04-04-1987,Mechanic,Current,0
WD-002-1118,Hakeem,Adeleke,M,WD-002,08-04-1961,Lawyer,Current,0
WD-003-1124,Nkem,Nkechi,M,WD-003,11/17/1993,Software Developer,Savings,1
ND-003-1056,Nwakaego,Wike,F,ND-003,07/31/1968,Lawyer,Current,1
WD-008-1112,Olajide,Dare,M,WD-008,09/29/1996,Welder,Current,1
ED-010-1106,Firdausi,Umaru,F,ED-010,08/13/2000,Trader,Current,1
WD-009-1054,Chidiebere,Amosun,M,WD-009,06/25/1987,Software Developer,Current,1
WD-008-1017,Oluwatosin,Adesina,M,WD-008,02/23/1975,Carpenter,Savings,1
ED-003-1115,Bashir,Umaru,M,ED-003,03/27/2003,Student,Savings,0
WD-009-1179,Adedoyin,Oluwasegun,F,WD-009,08/22/1993,Manager,Savings,1
ED-007-1165,Rakiya,Nasiru,M,ED-007,07/26/1980,Manager,Current,1
WD-005-1173,Bertha,Okoro,F,WD-005,07-09-1989,Health Professional,Savings,1
ED-008-1004,Nasiru,Ahmed,M,ED-008,12/24/1989,Lawyer,Savings,1
WD-005-1141,Chiwendu,Akintoye,M,WD-005,04-11-1984,Manager,Current,0
ED-004-1097,Danladi,Aliyu,F,ED-004,09-01-1997,Human Resources Specialist,Savings,0
WD-007-1043,Chuka,Ajayi,F,WD-007,12-03-1987,Accountant,Savings,1
WD-015-1229,Oluwalonimi,Adekunle,M,WD-015,07/27/2002,Student,Savings,1
SD-006-1007,Chukwuebuka,Anozie,M,SD-006,03/19/1970,Marketing Executive,Savings,1
WD-001-1082,Austin,Alaka,M,WD-001,02/26/1985,Health Professional,Current,1
WD-011-1278,Oladimeji,Adeyemo,M,WD-011,10/24/1970,Welder,Current,1
ED-001-1193,Sadiq,Khadija,M,ED-001,03/30/2001,Student,Savings,1
SD-005-1058,Chibuzo,Ibeh,F,SD-005,08-07-1959,Lawyer,Savings,1
ED-007-1057,Abubakar,Yakubu,M,ED-007,01/13/1986,Manager,Savings,1
ND-001-1045,Ngozi,Okeke,M,ND-001,09/28/1978,Factory Worker,Savings,0
WD-007-1141,Cornelius,Obi,M,WD-007,05/25/1971,Data Analyst,Savings,0
ED-010-1028,Shehu,Aliyu,M,ED-010,02/23/1985,Truck Driver,Savings,1
WD-011-1164,Jideofor,Adeyemi,F,WD-011,03/25/1971,Marketing Executive,Current,1
ED-005-1108,Lawal,Muhammad,F,ED-005,09/25/1986,Health Professional,Current,1
WD-002-1092,Nkechi,Ogunleye,M,WD-002,10/20/1990,Truck Driver,Savings,1
ND-002-1037,Emmanuel,Amaechi,M,ND-002,05-09-1990,Marketing Executive,Current,0
WD-007-1131,Cynthia,Alade,M,WD-007,01-03-1975,Farmer,Current,1
ED-002-1185,Sadiya,Fatima,F,ED-002,01/27/1968,Marketing Executive,Savings,0
ED-009-1088,Garba,Danjuma,F,ED-009,10/25/1984,Accountant,Current,1
WD-011-1048,Ebenezer,Adeleke,F,WD-011,09/14/1986,Accountant,Savings,1
ND-006-1112,Chika,Chukwuma,F,ND-006,09/30/1981,Manager,Savings,1
WD-014-1129,Aisha,Oluwatosin,F,WD-014,10/16/1998,Student,Savings,1
WD-008-1154,Chikodi,Eze,F,WD-008,03-08-1967,Trader,Current,1
SD-003-1025,Obiora,Okonkwo,M,SD-003,12-12-2003,Student,Savings,1
WD-007-1010,Dinah,Okonkwo,F,WD-007,09/16/1992,Data Analyst,Current,1
SD-004-1088,Uchenna,Ojukwu,F,SD-004,11/13/1964,Software Developer,Current,1
SD-006-1024,Ikenna,Ume,M,SD-006,10/31/2001,Student,Savings,1
ND-010-1012,Chidera,Akobo,M,ND-010,12/16/1961,Marketing Executive,Current,1
ED-001-1206,Ibrahim,Halima,M,ED-001,05/24/1969,Truck Driver,Current,1
WD-015-1153,Adeyinka,Odumosu,F,WD-015,05/19/1973,Software Developer,Savings,1
WD-013-1017,Adeyinka,Adeyemo,M,WD-013,08-09-1988,Welder,Savings,1
ND-004-1019,Chisom,Pepple,F,ND-004,09/16/1986,Manager,Current,0
WD-005-1102,Oluwasegun,Nkechi,F,WD-005,05-10-1987,Manager,Current,1
WD-009-1095,Mosunmola,Okonkwo,F,WD-009,08/31/1957,Trader,Savings,1
WD-001-1005,Chiamaka,Okafor,F,WD-001,03/18/2000,Student,Savings,1
WD-010-1161,Oluwatofunmi,Okoro,M,WD-010,04/18/1994,Truck Driver,Savings,1
WD-004-1098,Kikelomo,Okonkwo,M,WD-004,06-01-1975,Welder,Current,1
ND-009-1027,Chidera,Ibezim,F,ND-009,01/13/1980,Trader,Current,1
WD-005-1045,Ada,Kehinde,M,WD-005,03-01-1957,Factory Worker,Current,1
SD-003-1014,Ikechukwu,Amaechi,M,SD-003,02-09-1966,Plumber,Current,0
WD-015-1091,Kehinde,Nnamdi,M,WD-015,08/14/1998,Student,Savings,1
ED-003-1133,Tijjani,Danjuma,M,ED-003,02-04-1968,Farmer,Current,1
WD-006-1136,Eniola,Okoro,F,WD-006,11/23/1959,Data Analyst,Current,0
ED-004-1073,Habiba,Ahmad,F,ED-004,09/27/1974,Marketing Executive,Savings,1
ED-006-1133,Fati,Bello,M,ED-006,10/26/1972,Factory Worker,Savings,1
ED-008-1140,Rabi,Shehu,F,ED-008,02-11-1990,Marketing Executive,Current,0
ND-010-1025,Vivian,Okeke,F,ND-010,09-06-1969,Lawyer,Current,1
WD-005-1133,Amina,Gbadamosi,F,WD-005,09/17/1986,Lawyer,Current,1
WD-005-1252,Oluwadamilare,Adebanjo,M,WD-005,08-08-2003,Student,Savings,0
ED-001-1068,Nura,Ahmed,F,ED-001,06/21/1968,Health Professional,Savings,1
ED-003-1201,Umar,Ruqayya,F,ED-003,05/20/1965,Health Professional,Current,1
WD-012-1103,Hakeem,Onu,F,WD-012,08/27/1987,Manager,Current,1
ND-002-1026,Ifeanyi,Akobo,M,ND-002,10-10-1968,Human Resources Specialist,Current,1
WD-012-1082,Zainab,Nwosu,M,WD-012,07-01-1987,Mechanic,Current,0
WD-005-1163,Danladi,Uzoma,F,WD-005,01/13/2004,Student,Savings,1
ED-004-1025,Haruna,Ahmed,F,ED-004,05/24/2002,Student,Savings,0
ND-001-1046,Adaku,Ibezim,F,ND-001,02/16/1962,Accountant,Savings,1
ND-010-1035,Peace,Akobo,F,ND-010,10/23/1986,Trader,Savings,1
WD-008-1287,Oyindamola,Olumide,M,WD-008,12/20/1978,Software Developer,Savings,1
ED-009-1028,Fadila,Garba,M,ED-009,06/27/1983,Farmer,Savings,1
ED-001-1155,Abdullahi,Habiba,M,ED-001,07/31/1960,Electrician,Savings,1
ED-001-1040,Maryam,Aliyu,F,ED-001,01/29/1999,Trader,Savings,1
ED-009-1179,Sani,Salisu,M,ED-009,11/20/1967,Engineer,Savings,1
SD-003-1015,Okechukwu,Onyekachi,M,SD-003,12-10-1999,Student,Savings,1
ND-005-1041,Ifeanyichukwu,Briggs,M,ND-005,08/29/1986,Truck Driver,Current,1
WD-003-1028,Oluwatobiloba,Adeniran,F,WD-003,11-12-1984,Lawyer,Savings,0
ED-002-1170,Zara,Shehu,M,ED-002,04-06-1962,Marketing Executive,Savings,1
WD-008-1095,Jideofor,Eze,F,WD-008,06/29/1977,Manager,Savings,1
ND-010-1017,Olumide,Akobo,M,ND-010,01/15/2001,Student,Savings,1
ND-007-1073,Chiamaka,Obi,M,ND-007,07-10-1973,Carpenter,Savings,1
ED-003-1172,Abdulrahman,Danladi,M,ED-003,12-06-1986,Plumber,Savings,0
ED-002-1138,Nafisa,Lawal,F,ED-002,11/21/1962,Human Resources Specialist,Savings,1
ED-007-1207,Umar,Mustapha,F,ED-007,09-06-1979,Engineer,Current,1
WD-011-1053,Bolaji,Akindele,F,WD-011,10/16/1960,Human Resources Specialist,Current,1
ND-008-1091,Sandra,Aluko,M,ND-008,05/19/2002,Student,Savings,1
ED-007-1014,Yusuf,Bello,M,ED-007,01/17/2002,Trader,Current,1
ND-006-1096,Oladapo,Nwadike,F,ND-006,04-01-2004,Student,Savings,0
WD-004-1295,Ademiluyi,Opeyemi,F,WD-004,05/23/1977,Manager,Current,1
ED-001-1024,Habiba,Sani,F,ED-001,08-06-1979,Accountant,Savings,1
ED-003-1045,Sadiq,Hassan,F,ED-003,01-11-1981,Lawyer,Current,0
WD-002-1029,Oluwakemi,Okafor,M,WD-002,09/24/1968,Health Professional,Savings,1
ND-008-1095,Okezie,Iwuoha,M,ND-008,01/21/1973,Plumber,Current,1
WD-007-1019,Kafayat,Kehinde,M,WD-007,03/17/1970,Marketing Executive,Savings,1
ND-009-1069,Linda,Amadi,F,ND-009,08/22/2001,Student,Savings,1
ND-009-1050,Chinwe,Brown,M,ND-009,08-07-2007,Student,Savings,1
ND-003-1006,Chidiebere,Briggs,M,ND-003,07/25/1983,Farmer,Savings,0
WD-013-1259,Adebowale,Omololu,M,WD-013,05/27/1968,Construction Worker,Savings,0
ND-001-1031,Chinonso,Pepple,M,ND-001,12-10-2002,Student,Savings,0
WD-004-1080,Kafayat,Adebayo,F,WD-004,05-07-1971,Manager,Savings,1
WD-008-1009,Chukwuka,Okeke,M,WD-008,10/15/1982,Engineer,Current,1
WD-009-1119,Adeoye,Oluwatomi,F,WD-009,08/13/1967,Health Professional,Savings,1
SD-001-1034,Chioma,Ogbu,M,SD-001,03-05-1998,Welder,Current,1
WD-015-1250,Jideofor,Hassan,M,WD-015,11-03-2002,Student,Savings,0
WD-001-1243,Ekanem,Adebisi,F,WD-001,05-06-1963,Lawyer,Current,1
ND-006-1097,Kofi,Onwuka,F,ND-006,11-05-1983,Health Professional,Savings,1
WD-013-1169,Ben,Alade,F,WD-013,10/21/1993,Marketing Executive,Current,1
WD-013-1068,Oluwarotimi,Oluwatobiloba,M,WD-013,10/21/1972,Mechanic,Current,1
WD-007-1205,Oluwapelumi,Adetunji,M,WD-007,04-06-1980,Construction Worker,Current,0
ED-007-1098,Ali,Ahmed,M,ED-007,05-07-1998,Farmer,Current,0
WD-001-1102,Omotayo,Ogunleye,M,WD-001,03/13/1974,Engineer,Savings,1
WD-011-1022,Morounranti,Okafor,M,WD-011,05-06-1978,Factory Worker,Current,1
ED-002-1207,Tijjani,Abdulrahman,M,ED-002,10/30/1961,Lawyer,Savings,1
ND-001-1096,Chioma,Briggs,M,ND-001,03/15/2003,Student,Savings,1
WD-008-1234,Oyindamola,Eze,M,WD-008,02/18/1984,Software Developer,Current,1
ED-001-1119,Danladi,Bala,M,ED-001,03/20/1959,Human Resources Specialist,Current,1
WD-003-1142,Christiana,Ibrahim,M,WD-003,05/21/1983,Factory Worker,Savings,1
ND-001-1133,Josephine,Iwuoha,M,ND-001,09/19/1996,Marketing Executive,Savings,0
ED-007-1030,Hassan,Suleiman,M,ED-007,02-09-2007,Student,Savings,1
ED-009-1092,Lawal,Umar,M,ED-009,07/29/2003,Trader,Current,1
WD-013-1247,Deji,Adetokunbo,M,WD-013,07/27/1957,Manager,Current,1
WD-014-1223,Agatha,Okonkwo,M,WD-014,11/29/1968,Electrician,Current,1
WD-003-1007,David,Adebayo,M,WD-003,03-01-1989,Carpenter,Current,1
ND-005-1054,Collins,Adeyemo,M,ND-005,12-06-1993,Construction Worker,Savings,1
ED-005-1053,Shehu,Suleiman,F,ED-005,08/27/1967,Trader,Current,1
ED-009-1182,Rabi,Haruna,F,ED-009,12/21/1992,Human Resources Specialist,Current,1
WD-007-1085,Remi,Ajayi,F,WD-007,10-10-1983,Manager,Current,1
ED-004-1077,Mariam,Abubakar,M,ED-004,12/30/1965,Lawyer,Current,1
WD-002-1136,Ebenezer,Oluwatobiloba,M,WD-002,11-06-1968,Farmer,Current,0
WD-003-1152,Oluwaseun,Oluwadamilola,F,WD-003,10-02-1989,Lawyer,Current,1
WD-013-1125,Habiba,Oluwadamilola,F,WD-013,08/25/1966,Health Professional,Current,0
WD-003-1276,Oluwatosin,Omotayo,F,WD-003,12/25/1966,Lawyer,Savings,0
WD-013-1109,Christiana,Olatunji,M,WD-013,11/28/1965,Marketing Executive,Savings,1
WD-008-1249,Constance,Adebayo,F,WD-008,07/30/1957,Engineer,Savings,0
WD-002-1019,Olufemi,Dosunmu,M,WD-002,07-02-1982,Factory Worker,Savings,1
ED-009-1153,Umar,Mariam,F,ED-009,09-04-1972,Engineer,Savings,0
ND-006-1109,Favour,Adeyemo,M,ND-006,01/14/1964,Electrician,Current,1
WD-012-1239,Adeola,Oluwatobiloba,F,WD-012,01-02-1996,Trader,Savings,1
ED-010-1104,Hauwa,Farouq,M,ED-010,10/31/1973,Factory Worker,Current,0
WD-008-1032,Efosa,Agboola,M,WD-008,08-07-1967,Factory Worker,Savings,0
WD-003-1230,Clara,Alabi,F,WD-003,08/24/1988,Software Developer,Savings,1
ED-008-1119,Danladi,Yakubu,F,ED-008,10/27/1995,Accountant,Current,1
ED-008-1156,Abdulkadir,Umaru,F,ED-008,01/29/1962,Trader,Savings,1
ND-008-1101,Ifeanyi,Celestine,M,ND-008,01-02-1995,Truck Driver,Savings,1
WD-008-1195,Adetokunbo,Onyekachi,M,WD-008,05/16/1988,Lawyer,Current,1
ED-001-1173,Umar,Khadija,M,ED-001,05/24/1996,Truck Driver,Savings,1
WD-002-1161,Chidimma,Adebiyi,M,WD-002,10-08-1968,Manager,Current,0
WD-013-1244,Morounranti,Adejumo,F,WD-013,06/15/1960,Health Professional,Savings,1
WD-007-1282,Damilare,Nwachukwu,M,WD-007,01/19/1992,Accountant,Savings,1
SD-001-1027,Ijeoma,Ezeudu,F,SD-001,06-05-1996,Manager,Current,1
WD-012-1289,Chukwuemeka,Okeke,F,WD-012,11/21/1963,Health Professional,Savings,1
ED-005-1191,Fati,Lawal,F,ED-005,01-05-1977,Marketing Executive,Savings,1
ED-008-1037,Umar,Bello,M,ED-008,08/16/1961,Trader,Savings,1
WD-005-1234,Oluwatosin,Alade,M,WD-005,08/16/1968,Human Resources Specialist,Current,1
WD-012-1145,Destiny,Okonkwo,F,WD-012,04/14/1963,Engineer,Savings,1
WD-014-1062,Ebuka,Makinde,M,WD-014,03/24/2000,Student,Savings,1
WD-011-1156,Adejoke,Dare,M,WD-011,02-08-1964,Marketing Executive,Savings,1
ED-009-1078,Salisu,Bello,M,ED-009,03-02-1963,Mechanic,Current,1
WD-014-1030,Bernadine,Okoro,M,WD-014,07-02-1977,Software Developer,Current,1
WD-007-1133,Clara,Okoro,F,WD-007,01-06-1957,Lawyer,Savings,0
WD-001-1245,Nifemi,Mohammed,F,WD-001,03/19/1991,Accountant,Current,1
WD-002-1132,Kikelomo,Okafor,F,WD-002,06/14/1980,Data Analyst,Current,1
ND-005-1033,Chukwudi,Briggs,F,ND-005,05-05-1981,Lawyer,Current,1
WD-015-1261,David,Onu,F,WD-015,10/30/1983,Health Professional,Savings,0
ED-008-1035,Amina,Lawal,F,ED-008,07/22/1990,Lawyer,Current,1
WD-007-1031,Adedoyin,Ojo,F,WD-007,04-08-1959,Human Resources Specialist,Current,0
ND-001-1075,Celestina,Obi,F,ND-001,04-01-1998,Student,Savings,1
ND-009-1030,Collins,Pepple,M,ND-009,08/13/1984,Lawyer,Savings,1
WD-006-1194,Alice,Okafor,M,WD-006,10/14/1959,Health Professional,Savings,0
ED-007-1197,Hassan,Abdulkadir,F,ED-007,03/18/1965,Lawyer,Savings,1
ED-007-1050,Khadija,Yusuf,F,ED-007,08/14/1977,Lawyer,Savings,0
WD-008-1221,Elizabeth,Adewale,M,WD-008,10-03-1991,Lawyer,Savings,1
WD-014-1227,Adelaja,Akintoye,M,WD-014,12/22/1992,Marketing Executive,Current,1
ED-005-1063,Adamu,Musa,M,ED-005,12/31/1975,Trader,Current,1
WD-008-1089,Toluwalase,Alaka,M,WD-008,06/22/1996,Construction Worker,Savings,1
ED-003-1080,Garba,Bello,F,ED-003,08/28/1974,Engineer,Savings,1
ED-004-1227,Suleiman,Rukayat,F,ED-004,05/20/1968,Trader,Savings,1
WD-007-1192,Chiwendu,Alausa,M,WD-007,07-12-1957,Plumber,Savings,1
ED-006-1034,Adamu,Muhammad,F,ED-006,05/30/1964,Lawyer,Current,1
SD-001-1079,Obumneme,Uche,F,SD-001,03-01-1976,Marketing Executive,Savings,1
ED-010-1068,Habiba,Aliyu,M,ED-010,04/28/1962,Marketing Executive,Savings,0
WD-007-1068,Amoke,Emeka,F,WD-007,01-11-1985,Marketing Executive,Savings,1
ED-009-1165,Zainab,Mustapha,M,ED-009,01/18/2001,Trader,Savings,1
ED-004-1147,Hafsatu,Ismaila,F,ED-004,03-04-1958,Accountant,Current,1
WD-006-1070,Morounkola,Dare,M,WD-006,08-03-1987,Health Professional,Current,1
SD-001-1064,Chizoba,Ibe,M,SD-001,02/22/1957,Human Resources Specialist,Savings,1
ED-003-1093,Tijjani,Suleiman,M,ED-003,12-03-1957,Manager,Current,1
WD-008-1098,Adeniyi,Okonkwo,F,WD-008,05/18/1959,Lawyer,Savings,1
WD-015-1001,Ada,Okafor,F,WD-015,10/31/1990,Engineer,Savings,1
WD-006-1013,Ekele,Nwosu,M,WD-006,06-10-1970,Health Professional,Current,0
WD-011-1075,Ebenezer,Ojo,F,WD-011,11-08-1997,Software Developer,Current,1
WD-006-1001,Adenike,Ajayi,F,WD-006,08-08-1992,Lawyer,Current,0
ED-004-1143,Danladi,Aisha,F,ED-004,10-01-1993,Human Resources Specialist,Current,1
WD-002-1023,Yewande,Uzoh,M,WD-002,07/15/1986,Construction Worker,Savings,1
WD-012-1002,Afolabi,Okeke,M,WD-012,06-08-1958,Software Developer,Current,1
WD-012-1158,Chinyere,Balogun,M,WD-012,04/27/1989,Marketing Executive,Current,1
WD-003-1087,Divine,Okeke,M,WD-003,08/19/1960,Farmer,Current,1
WD-006-1197,Akpan,Okon,F,WD-006,01/29/1982,Accountant,Savings,1
WD-007-1084,Christopher,Onu,F,WD-007,09-09-1964,Engineer,Current,1
WD-009-1205,Agatha,Oluwakemi,M,WD-009,02/13/1987,Accountant,Savings,0
ED-001-1080,Garba,Suleiman,M,ED-001,02/22/1967,Plumber,Current,1
WD-004-1011,Edmund,Okonkwo,M,WD-004,09-07-1981,Electrician,Current,0
WD-008-1105,Akindele,Adesina,F,WD-008,01/28/1962,Engineer,Savings,1
ED-007-1023,Aisha,Ibrahim,F,ED-007,09/16/1961,Accountant,Current,0
ED-002-1132,Umar,Yakubu,M,ED-002,07/18/1992,Plumber,Current,1
WD-007-1006,Anton,Okafor,M,WD-007,03/19/1986,Carpenter,Savings,1
ED-002-1083,Zara,Usman,F,ED-002,04/22/1967,Health Professional,Savings,1
ED-009-1029,Fatima,Musa,M,ED-009,05/29/1977,Welder,Savings,1
ED-010-1054,Umar,Usman,F,ED-010,02/23/1957,Engineer,Savings,1
ED-004-1137,Ahmed,Danjuma,M,ED-004,05-01-1990,Trader,Current,1
ED-008-1175,Rukayat,Fadila,F,ED-008,06/13/1975,Health Professional,Current,1
ED-005-1081,Tijjani,Aliyu,M,ED-005,10-04-1984,Factory Worker,Savings,1
SD-004-1067,Chinonso,Okezie,F,SD-004,04/18/1984,Manager,Savings,1
WD-008-1134,Oluwapemi,Ayodele,F,WD-008,09-10-2005,Student,Savings,1
WD-012-1109,David,Okafor,M,WD-012,07/28/1983,Lawyer,Current,1
ND-006-1075,Kamara,Okoroafor,F,ND-006,10/24/1976,Accountant,Savings,1
WD-013-1078,Eniola,Idowu,F,WD-013,02-12-1998,Student,Savings,1
WD-008-1220,Destiny,Adebayo,F,WD-008,05/29/1986,Marketing Executive,Savings,0
WD-014-1054,Niyi,Adeyemi,F,WD-014,11/29/1986,Accountant,Current,1
WD-002-1162,Oluwadamilare,Ademola,M,WD-002,08/23/1983,Data Analyst,Savings,1
ND-006-1015,Collins,Okpala,M,ND-006,01-06-1972,Mechanic,Current,1
WD-014-1279,Agatha,Bala,M,WD-014,05-01-1985,Engineer,Savings,1
ED-007-1129,Tijjani,Ahmad,F,ED-007,11/25/1981,Lawyer,Current,1
ED-002-1135,Sadiya,Ali,F,ED-002,05/29/1999,Trader,Savings,0
ND-007-1039,Ifeoma,Chukwuemeka,M,ND-007,02/18/1967,Accountant,Savings,0
ND-006-1079,Chinwe,Pepple,F,ND-006,03-06-1960,Marketing Executive,Savings,0
WD-012-1274,Dorcas,Eze,F,WD-012,06-03-1982,Data Analyst,Current,1
ED-004-1129,Tijjani,Musa,M,ED-004,03/25/1983,Manager,Savings,1
WD-007-1106,Confidence,Hassan,M,WD-007,09/16/1968,Data Analyst,Current,1
ED-009-1059,Lawal,Suleiman,F,ED-009,02/17/1973,Lawyer,Current,0
WD-014-1154,Chinasa,Oyebanji,F,WD-014,05-07-1969,Manager,Current,1
ED-010-1029,Abubakar,Yusuf,M,ED-010,09-10-2003,Student,Savings,1
ND-001-1029,Chiamaka,Chukwuemeka,M,ND-001,12/28/1984,Electrician,Current,1
ED-009-1128,Zara,Rakiya,F,ED-009,05-05-1971,Accountant,Current,1
SD-002-1007,Nnenna,Nnamani,F,SD-002,09/28/1984,Accountant,Savings,1
WD-004-1301,Omolara,Aregbesola,F,WD-004,05-11-1979,Human Resources Specialist,Current,0
WD-014-1283,Adetokunbo,Okonkwo,M,WD-014,07/20/1989,Manager,Savings,1
WD-001-1085,Nneka,Onwuka,F,WD-001,11-09-1960,Mechanic,Current,1
WD-012-1134,Nkele,Adesina,M,WD-012,08/20/1963,Lawyer,Savings,1
ED-010-1024,Sani,Bala,M,ED-010,11/22/1994,Health Professional,Current,1
WD-012-1278,Adejoke,Okafor,M,WD-012,09-06-1982,Software Developer,Savings,1
WD-011-1230,Adedoyin,Okoli,M,WD-011,11/22/1991,Factory Worker,Savings,1
ND-006-1008,Sunday,Okoli,M,ND-006,02/19/2003,Student,Savings,1
ND-004-1002,Precious,Amaechi,F,ND-004,04/13/1967,Human Resources Specialist,Current,0
ED-010-1184,Mariam,Habiba,M,ED-010,02-10-1961,Mechanic,Current,1
WD-007-1077,Adebayo,Oladipo,M,WD-007,06/14/1964,Plumber,Current,1
ND-006-1086,Cynthia,Akpobari,F,ND-006,06/17/1970,Manager,Savings,1
WD-004-1203,Opeyemi,Adebiyi,M,WD-004,10-05-1965,Data Analyst,Current,1
ND-010-1067,Ihuoma,Wike,F,ND-010,10/22/1994,Manager,Savings,1
WD-008-1150,Chika,Okonkwo,M,WD-008,02/20/1996,Health Professional,Current,1
ND-001-1115,Onyinye,Amadi,M,ND-001,12-07-1997,Lawyer,Savings,1
ND-006-1035,Nneoma,Mbakwe,F,ND-006,02-04-1962,Marketing Executive,Savings,1
ED-003-1079,Umaru,Musa,M,ED-003,03-01-1995,Trader,Savings,1
WD-001-1154,Adeyinka,Oluwatomi,M,WD-001,03-01-1987,Software Developer,Current,1
WD-013-1104,Oladimeji,Gbolahan,F,WD-013,09/27/1983,Trader,Savings,1
ED-001-1056,Usman,Yusuf,M,ED-001,03/17/1998,Marketing Executive,Savings,1
WD-002-1012,Opeyemi,Alaka,M,WD-002,12/16/1990,Manager,Current,1
ED-001-1060,Rakiya,Adamu,M,ED-001,05/13/1964,Factory Worker,Savings,1
WD-011-1254,Chukwuemeka,Omolabake,F,WD-011,03/16/1967,Lawyer,Current,1
ND-004-1059,David,Green,F,ND-004,08-08-1964,Marketing Executive,Savings,1
WD-005-1161,Elijah,Okonkwo,M,WD-005,11/27/1997,Health Professional,Current,1
ND-006-1115,Jennifer,Okoroafor,F,ND-006,09-09-1976,Accountant,Savings,1
ED-009-1049,Hauwa,Suleiman,M,ED-009,04/23/1984,Engineer,Savings,1
WD-014-1207,Daniel,Adetokunbo,F,WD-014,06/19/1969,Manager,Savings,1
WD-008-1240,Adewunmi,Nwosu,F,WD-008,02-06-1989,Lawyer,Savings,1
WD-011-1039,Chika,Adegbite,F,WD-011,11-07-1993,Engineer,Savings,1
WD-013-1075,Ayo,Oluwajoba,M,WD-013,02/20/1983,Carpenter,Savings,1
WD-015-1241,Adesola,Davies,M,WD-015,11/21/1962,Software Developer,Savings,1
WD-012-1290,Nneka,Nwachukwu,M,WD-012,04/26/1970,Data Analyst,Current,1
WD-013-1055,Nifemi,Afolabi,M,WD-013,01-09-1964,Factory Worker,Current,0
WD-006-1081,Bernadine,Ilelaboye,F,WD-006,08-08-1986,Human Resources Specialist,Savings,1
ED-010-1099,Fadila,Yakubu,M,ED-010,02/19/2002,Student,Savings,1
WD-009-1283,Deborah,Ojo,M,WD-009,12/23/1964,Lawyer,Current,1
WD-014-1245,Chinazo,Abdulrahman,M,WD-014,12-09-1992,Carpenter,Savings,0
SD-002-1013,Chinwe,Eze,F,SD-002,06/21/1962,Manager,Current,1
ND-002-1020,Stanley,Mbakwe,M,ND-002,11/26/1977,Marketing Executive,Current,0
ND-003-1088,Amarachi,Ibezim,F,ND-003,10-01-1960,Marketing Executive,Savings,0
ND-008-1057,Godwin,Briggs,F,ND-008,05/25/1971,Software Developer,Current,1
WD-007-1219,Cynthia,Adeniran,M,WD-007,01/16/1989,Engineer,Current,1
WD-009-1174,Daniel,Udom,F,WD-009,03/29/1963,Accountant,Current,1
ED-005-1173,Danladi,Mariam,F,ED-005,10-03-1961,Engineer,Current,1
ED-007-1094,Abdullahi,Aliyu,M,ED-007,05/24/2001,Student,Savings,1
WD-009-1023,Nifemi,Akindele,F,WD-009,08/23/2003,Student,Savings,0
WD-005-1096,Olusola,Okereke,M,WD-005,01/24/1958,Plumber,Current,1
WD-007-1200,Oluwasegun,Okoye,F,WD-007,11-12-1968,Health Professional,Savings,1
WD-015-1011,Lateefah,Lawal,F,WD-015,10-10-1977,Health Professional,Savings,1
WD-014-1076,Clifford,Aluko,F,WD-014,11-11-1986,Trader,Savings,1
WD-006-1174,Oluwaseyi,Akindele,M,WD-006,04-05-1972,Welder,Current,1
ND-010-1022,Chidera,Akpobari,F,ND-010,04-09-1991,Trader,Savings,1
WD-012-1247,Diana,Oluwalonimi,F,WD-012,02/27/2002,Student,Savings,1
ED-001-1163,Mustapha,Rukayat,M,ED-001,11-09-1982,Accountant,Current,1
WD-004-1313,Akinbiyi,Nnamdi,M,WD-004,07/30/1972,Data Analyst,Savings,1
ED-002-1150,Rukayat,Abdulrahmon,F,ED-002,01-02-1963,Engineer,Current,1
ND-002-1051,Kingsley,Okoli,M,ND-002,02/26/1995,Manager,Savings,1
WD-014-1202,Nnamdi,Yusuf,M,WD-014,11-10-1957,Human Resources Specialist,Current,0
SD-001-1020,Uzoma,Okezie,M,SD-001,08-02-1965,Plumber,Current,1
WD-012-1184,Christian,Rasaq,F,WD-012,12/15/2007,Student,Savings,1
ED-002-1082,Garba,Farouq,M,ED-002,05/16/1971,Construction Worker,Savings,0
ED-007-1127,Rakiya,Aliyu,F,ED-007,03-03-1970,Accountant,Savings,0
ED-010-1069,Ibrahim,Lawal,M,ED-010,05/24/1976,Manager,Savings,1
WD-015-1123,Danjuma,Ekpoh,M,WD-015,10/19/1995,Truck Driver,Current,1
ED-001-1101,Suleiman,Umaru,F,ED-001,01-01-1995,Engineer,Savings,0
WD-006-1075,David,Okoro,M,WD-006,10-11-1996,Manager,Savings,1
ND-004-1012,Chidubem,Brown,M,ND-004,03/18/1995,Manager,Savings,0
WD-015-1054,Caleb,Adeyemo,F,WD-015,12/17/1997,Trader,Savings,1
ND-007-1013,Chidinma,Briggs,F,ND-007,05/25/1972,Health Professional,Current,1
